datetime,open,close,high,low,volume,money,open_interest
2024-10-23 22:00:00,745.901,747.65,748.071,741.993,72018.0,5374920550.0,705044.0
2024-10-23 23:00:00,747.495,747.421,750.95,745.425,53209.0,3988739700.0,702187.0
2024-10-24 10:00:00,747.891,744.231,749.55,741.821,66446.0,4955426700.0,703773.0
2024-10-24 11:00:00,744.076,743.896,749.566,741.322,59626.0,4448911950.0,704591.0
2024-10-24 11:30:00,743.884,744.951,745.918,742.861,19003.0,1416405350.0,704190.0
2024-10-24 14:00:00,741.522,741.754,745.057,737.959,56118.0,4167846850.0,706936.0
2024-10-24 15:00:00,741.778,753.169,757.659,740.885,152858.0,11496418300.0,694868.0
2024-10-24 22:00:00,752.113,762.895,763.777,751.143,115371.0,8758419050.0,697936.0
2024-10-24 23:00:00,762.609,763.269,767.398,757.723,88019.0,6725152150.0,691880.0
2024-10-25 10:00:00,762.874,760.932,765.196,759.045,68833.0,5251651650.0,692886.0
2024-10-25 11:00:00,760.765,767.271,768.748,759.423,66065.0,5059866600.0,697264.0
2024-10-25 11:30:00,766.987,769.438,769.846,764.041,38410.0,2947943150.0,697618.0
2024-10-25 14:00:00,768.665,769.434,771.684,767.354,41435.0,3192647050.0,698347.0
2024-10-25 15:00:00,769.836,767.463,770.276,765.5,72253.0,5555225150.0,693906.0
2024-10-25 22:00:00,768.876,781.941,782.342,766.611,148196.0,11509231800.0,702042.0
2024-10-25 23:00:00,782.094,783.841,785.401,779.842,74581.0,5844465300.0,695502.0
2024-10-28 10:00:00,785.106,781.647,786.838,779.091,95811.0,7504511150.0,698293.0
2024-10-28 11:00:00,781.802,788.004,788.767,781.686,48537.0,3815319800.0,701369.0
2024-10-28 11:30:00,788.008,786.383,790.149,785.497,39771.0,3138555750.0,700313.0
2024-10-28 14:00:00,786.463,785.777,788.183,784.06,35233.0,2772196050.0,698133.0
2024-10-28 15:00:00,785.502,781.002,786.18,779.383,80084.0,6269259350.0,693627.0
2024-10-28 22:00:00,783.731,785.947,788.205,782.404,71861.0,5654325950.0,695736.0
2024-10-28 23:00:00,785.631,783.392,785.947,781.74,46437.0,3643938350.0,690922.0
2024-10-29 10:00:00,782.76,779.419,784.633,775.344,77542.0,6058745200.0,688492.0
2024-10-29 11:00:00,779.4,779.233,782.003,777.838,33705.0,2631401350.0,689651.0
2024-10-29 11:30:00,779.163,776.015,780.629,775.525,22062.0,1719031850.0,687172.0
2024-10-29 14:00:00,775.359,774.866,776.818,773.372,39424.0,3056519650.0,686785.0
2024-10-29 15:00:00,774.941,774.974,779.17,772.519,77388.0,6008267000.0,684392.0
2024-10-29 22:00:00,784.391,782.848,791.991,781.532,155218.0,12237148650.0,691446.0
2024-10-29 23:00:00,782.959,785.418,786.152,781.267,39011.0,3063062700.0,688330.0
2024-10-30 10:00:00,784.551,781.988,785.618,778.529,57968.0,4537181600.0,692503.0
2024-10-30 11:00:00,781.889,782.816,784.2,777.985,36941.0,2888587300.0,689237.0
2024-10-30 11:30:00,782.551,774.473,784.292,774.08,34853.0,2717119700.0,685529.0
2024-10-30 14:00:00,772.823,774.448,776.341,769.617,57165.0,4427315700.0,684695.0
2024-10-30 15:00:00,774.101,783.016,783.846,773.602,80776.0,6305914150.0,683178.0
2024-10-30 22:00:00,783.198,779.257,784.346,772.767,95408.0,7427610200.0,686229.0
2024-10-30 23:00:00,779.429,781.136,783.737,778.445,58212.0,4558589400.0,685127.0
2024-10-31 10:00:00,781.451,780.399,784.566,776.245,61956.0,4842139950.0,687041.0
2024-10-31 11:00:00,780.12,782.538,785.872,778.699,54490.0,4272860850.0,689897.0
2024-10-31 11:30:00,782.983,780.881,786.999,780.775,33432.0,2625681150.0,689945.0
2024-10-31 14:00:00,780.581,780.18,781.528,777.693,35560.0,2776339200.0,687868.0
2024-10-31 15:00:00,780.29,779.229,783.942,773.882,88855.0,6922336500.0,685477.0
2024-10-31 22:00:00,779.87,773.707,780.17,772.756,75851.0,5897822300.0,690850.0
2024-10-31 23:00:00,773.675,764.133,773.76,764.013,96368.0,7427224700.0,692136.0
2024-11-01 10:00:00,766.96,771.256,772.483,764.87,70506.0,5425370350.0,689767.0
2024-11-01 11:00:00,771.225,770.268,771.991,763.973,55838.0,4295915450.0,688966.0
2024-11-01 11:30:00,770.236,773.608,773.654,768.299,25094.0,1938792600.0,688516.0
2024-11-01 14:00:00,771.071,769.193,771.947,766.881,30823.0,2374453600.0,687659.0
2024-11-01 15:00:00,769.19,768.392,771.359,762.69,101944.0,7834842150.0,676983.0
2024-11-01 22:00:00,771.083,771.185,781.208,770.613,123854.0,9632287600.0,674989.0
2024-11-01 23:00:00,771.643,763.189,772.952,758.451,142353.0,10894330300.0,677376.0
2024-11-04 10:00:00,766.209,762.421,772.351,762.312,90716.0,6972074000.0,676687.0
2024-11-04 11:00:00,762.59,767.935,768.015,761.605,36006.0,2754748700.0,678193.0
2024-11-04 11:30:00,767.996,771.424,771.894,765.67,29992.0,2309873950.0,676277.0
2024-11-04 14:00:00,769.392,770.551,770.953,766.66,26824.0,2065151400.0,673769.0
2024-11-04 15:00:00,770.581,776.618,777.789,769.762,80148.0,6208136000.0,666767.0
2024-11-04 22:00:00,777.062,778.37,783.148,774.191,107961.0,8419103550.0,677531.0
2024-11-04 23:00:00,777.976,778.734,780.363,776.692,26694.0,2083113900.0,675265.0
2024-11-05 10:00:00,778.654,782.83,782.83,775.531,53333.0,4161830000.0,678096.0
2024-11-05 11:00:00,782.882,787.749,790.665,781.971,99348.0,7836465550.0,688378.0
2024-11-05 11:30:00,787.252,794.369,795.037,786.906,49760.0,3946533600.0,691623.0
2024-11-05 14:00:00,794.006,791.91,794.854,790.442,34282.0,2720689150.0,693501.0
2024-11-05 15:00:00,791.929,788.344,794.543,787.825,72645.0,5753021800.0,692376.0
2024-11-05 22:00:00,791.899,786.221,793.339,785.113,92872.0,7335266800.0,697588.0
2024-11-05 23:00:00,786.029,788.887,789.203,783.728,46843.0,3689152950.0,693975.0
2024-11-06 10:00:00,788.344,782.519,788.344,779.413,82425.0,6465949250.0,694124.0
2024-11-06 11:00:00,782.632,775.725,786.202,774.099,80868.0,6302601200.0,689789.0
2024-11-06 11:30:00,775.556,777.252,777.281,767.58,93569.0,7233906250.0,683874.0
2024-11-06 14:00:00,774.125,780.935,782.384,772.647,55734.0,4342110400.0,682272.0
2024-11-06 15:00:00,780.576,778.965,786.437,774.275,105478.0,8245967850.0,679017.0
2024-11-06 22:00:00,776.452,776.609,777.736,772.329,71565.0,5555715450.0,681965.0
2024-11-06 23:00:00,776.591,777.524,778.548,774.778,33645.0,2619095100.0,680003.0
2024-11-07 10:00:00,778.441,783.634,785.413,778.341,81945.0,6423229250.0,686324.0
2024-11-07 11:00:00,784.114,790.817,791.705,783.725,88600.0,7004326350.0,691295.0
2024-11-07 11:30:00,790.975,789.017,795.621,788.583,58225.0,4624354050.0,699525.0
2024-11-07 14:00:00,788.416,793.263,793.86,786.482,38868.0,3080676200.0,698546.0
2024-11-07 15:00:00,792.952,796.403,796.911,788.371,91000.0,7225780650.0,703053.0
2024-11-07 22:00:00,794.852,791.59,798.085,791.188,97456.0,7759759250.0,703697.0
2024-11-07 23:00:00,791.739,789.631,792.962,786.28,61989.0,4903471100.0,700481.0
2024-11-08 10:00:00,791.425,787.069,795.208,786.674,85429.0,6770277850.0,708674.0
2024-11-08 11:00:00,786.997,779.946,787.56,775.696,130748.0,10220059500.0,703834.0
2024-11-08 11:30:00,779.646,770.619,781.462,769.987,87650.0,6798722700.0,709514.0
2024-11-08 14:00:00,773.871,770.315,774.459,770.232,55967.0,4327005750.0,710621.0
2024-11-08 15:00:00,770.083,773.74,774.958,768.316,88358.0,6824228800.0,704004.0
2024-11-08 22:00:00,770.359,771.856,777.288,764.326,109061.0,8427783400.0,712782.0
2024-11-08 23:00:00,771.829,761.401,772.269,756.39,124183.0,9489443950.0,718276.0
2024-11-11 10:00:00,761.393,755.296,761.393,754.861,95678.0,7259265750.0,726015.0
2024-11-11 11:00:00,755.258,757.823,761.217,754.352,46510.0,3525733650.0,726275.0
2024-11-11 11:30:00,757.758,759.221,759.567,756.272,15290.0,1159785650.0,726873.0
2024-11-11 14:00:00,760.267,754.161,761.705,753.34,37576.0,2847757600.0,726641.0
2024-11-11 15:00:00,754.072,760.045,760.885,752.349,61165.0,4637567250.0,721739.0
2024-11-11 22:00:00,761.99,765.939,765.939,757.945,73845.0,5633212200.0,723634.0
2024-11-11 23:00:00,766.003,764.905,766.501,762.246,34796.0,2664317200.0,718410.0
2024-11-12 10:00:00,764.177,762.042,766.893,760.65,55535.0,4246334850.0,719429.0
2024-11-12 11:00:00,761.893,763.083,763.092,758.807,42643.0,3245733000.0,719609.0
2024-11-12 11:30:00,762.928,763.09,764.188,759.792,19032.0,1451656250.0,719416.0
2024-11-12 14:00:00,759.56,759.365,759.884,755.696,52508.0,3983435150.0,719455.0
2024-11-12 15:00:00,759.308,763.998,768.94,756.115,109001.0,8329426100.0,712156.0
2024-11-12 22:00:00,765.104,764.607,767.39,763.971,45448.0,3482920350.0,713481.0
2024-11-12 23:00:00,764.511,765.369,765.816,761.794,27498.0,2104439600.0,710257.0
2024-11-13 10:00:00,764.455,764.36,766.149,760.417,48872.0,3733519200.0,709823.0
2024-11-13 11:00:00,764.608,764.09,765.619,758.164,49908.0,3804962200.0,705894.0
2024-11-13 11:30:00,764.168,765.93,768.631,764.08,35220.0,2702300850.0,706763.0
2024-11-13 14:00:00,765.366,768.686,769.375,764.388,30830.0,2367138000.0,707586.0
2024-11-13 15:00:00,768.557,760.099,771.093,759.362,89915.0,6879172500.0,707217.0
2024-11-13 22:00:00,762.47,763.329,766.083,761.495,56727.0,4337476900.0,709553.0
2024-11-13 23:00:00,763.338,762.284,765.607,761.244,29261.0,2235279750.0,708150.0
2024-11-14 10:00:00,762.081,759.462,763.431,758.924,42430.0,3233723100.0,711278.0
2024-11-14 11:00:00,759.701,757.416,761.186,753.312,70916.0,5369805900.0,717066.0
2024-11-14 11:30:00,757.013,753.472,761.141,753.162,31640.0,2399281200.0,716646.0
2024-11-14 14:00:00,751.303,753.728,757.344,749.964,44103.0,3327386450.0,719096.0
2024-11-14 15:00:00,753.913,754.031,754.285,749.749,70970.0,5340675500.0,721307.0
2024-11-14 22:00:00,754.257,750.893,758.011,750.893,70025.0,5290717850.0,722220.0
2024-11-14 23:00:00,750.79,750.241,753.803,747.539,66038.0,4958310000.0,727078.0
2024-11-15 10:00:00,750.039,742.793,750.686,741.37,95781.0,7149728250.0,734199.0
2024-11-15 11:00:00,742.719,745.756,746.42,741.494,55893.0,4160781550.0,732848.0
2024-11-15 11:30:00,745.458,743.517,746.094,741.945,22547.0,1679216600.0,732362.0
2024-11-15 14:00:00,744.595,742.954,746.747,742.657,23183.0,1728642650.0,732074.0
2024-11-15 15:00:00,742.911,734.176,743.353,733.506,119227.0,8804314200.0,736920.0
2024-11-15 22:00:00,739.579,737.654,739.957,736.152,53376.0,3944719800.0,737310.0
2024-11-15 23:00:00,737.613,736.474,739.467,732.271,55094.0,4056804750.0,737380.0
2024-11-18 10:00:00,736.829,751.356,752.18,736.793,172005.0,12863031900.0,720204.0
2024-11-18 11:00:00,751.479,757.974,758.016,750.827,91721.0,6940508400.0,711226.0
2024-11-18 11:30:00,757.908,762.952,764.141,757.908,74255.0,5666050250.0,700899.0
2024-11-18 14:00:00,762.338,754.524,762.39,754.524,48707.0,3700820200.0,699041.0
2024-11-18 15:00:00,754.514,758.08,759.218,753.604,78536.0,5949767050.0,687382.0
2024-11-18 22:00:00,756.582,756.419,760.141,756.012,55207.0,4194936350.0,687695.0
2024-11-18 23:00:00,756.375,756.887,760.128,756.375,27819.0,2112293850.0,684607.0
2024-11-19 10:00:00,757.666,757.388,758.666,752.722,52257.0,3955239100.0,682563.0
2024-11-19 11:00:00,757.452,756.057,758.929,751.132,46320.0,3498995500.0,681463.0
2024-11-19 11:30:00,756.122,759.977,760.403,755.566,39107.0,2971407350.0,681341.0
